,sentence,label,source
2035,We waited an hour for what was a breakfast I could have done 100 times better at home.,0,yelp
2036,This place is amazing!,1,yelp
2037,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,yelp
2038,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,yelp
2039,Just don't know why they were so slow.,0,yelp
2040,"The staff is great, the food is delish, and they have an incredible beer selection.",1,yelp
2041,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,yelp
2042,I didn't know pulled pork could be soooo delicious.,1,yelp
2043,"You get incredibly fresh fish, prepared with care.",1,yelp
2044,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,yelp
2045,I love the fact that everything on their menu is worth it.,1,yelp
2046,Never again will I be dining at this place!,0,yelp
2047,The food was excellent and service was very good.,1,yelp
2048,Good beer & drink selection and good food selection.,1,yelp
2049,Please stay away from the shrimp stir fried noodles.,0,yelp
2050,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,yelp
2051,Food was really boring.,0,yelp
2052,Good Service-check!,1,yelp
2053,This greedy corporation will NEVER see another dime from me!,0,yelp
2054,"Will never, ever go back.",0,yelp
2055,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,yelp
2056,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,yelp
2057,I did not expect this to be so good!,1,yelp
2058,Fantastic food!,1,yelp
2059,She ordered a toasted English muffin that came out untoasted.,0,yelp
2060,The food was very good.,1,yelp
2061,Never going back.,0,yelp
2062,"Great food for the price, which is very high quality and house made.",1,yelp
2063,The bus boy on the other hand was so rude.,0,yelp
2064,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,yelp
2065,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,yelp
2066,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,yelp
2067,All the bread is made in-house!,1,yelp
2068,The only downside is the service.,0,yelp
2069,"Also, the fries are without a doubt the worst fries I've ever had.",0,yelp
2070,Service was exceptional and food was a good as all the reviews.,1,yelp
2071,"A couple of months later, I returned and had an amazing meal.",1,yelp
2072,Favorite place in town for shawarrrrrrma!!!!!!,1,yelp
2073,The black eyed peas and sweet potatoes... UNREAL!,1,yelp
2074,You won't be disappointed.,1,yelp
2075,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,yelp
2076,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,yelp
2077,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,yelp
2078,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,yelp
2079,"Both of them were truly unbelievably good, and I am so glad we went back.",1,yelp
2080,"We had fantastic service, and were pleased by the atmosphere.",1,yelp
2081,Everything was gross.,0,yelp
2082,I love this place.,1,yelp
2083,Great service and food.,1,yelp
2084,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,yelp
2085,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,yelp
2086,"OMG, the food was delicioso!",1,yelp
2087,There is nothing authentic about this place.,0,yelp
2088,the spaghetti is nothing special whatsoever.,0,yelp
2089,"Of all the dishes, the salmon was the best, but all were great.",1,yelp
2090,The vegetables are so fresh and the sauce feels like authentic Thai.,1,yelp
2091,It's worth driving up from Tucson!,1,yelp
2092,The selection was probably the worst I've seen in Vegas.....there was none.,0,yelp
2093,Pretty good beer selection too.,1,yelp
2094,"This place is like Chipotle, but BETTER.",1,yelp
2095,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,yelp
2096,5 stars for the brick oven bread app!,1,yelp
2097,"I have eaten here multiple times, and each time the food was delicious.",1,yelp
2098,We sat another ten minutes and finally gave up and left.,0,yelp
2099,He was terrible!,0,yelp
2100,Everyone is treated equally special.,1,yelp
2101,It shouldn't take 30 min for pancakes and eggs.,0,yelp
2102,It was delicious!!!,1,yelp
2103,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,yelp
2104,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,yelp
2105,As always the evening was wonderful and the food delicious!,1,yelp
2106,Best fish I've ever had in my life!,1,yelp
2107,(The bathroom is just next door and very nice.),1,yelp
2108,The buffet is small and all the food they offered was BLAND.,0,yelp
2109,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,yelp
2110,Pretty cool I would say.,1,yelp
2111,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,yelp
2112,Server did a great job handling our large rowdy table.,1,yelp
2113,"I find wasting food to be despicable, but this just wasn't food.",0,yelp
2114,My wife had the Lobster Bisque soup which was lukewarm.,0,yelp
2115,Would come back again if I had a sushi craving while in Vegas.,1,yelp
2116,"The staff are great, the ambiance is great.",1,yelp
2117,He deserves 5 stars.,1,yelp
2118,I left with a stomach ache and felt sick the rest of the day.,0,yelp
2119,They dropped more than the ball.,0,yelp
2120,"The dining space is tiny, but elegantly decorated and comfortable.",1,yelp
2121,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,yelp
2122,And the beans and rice were mediocre at best.,0,yelp
2123,Best tacos in town by far!!,1,yelp
2124,I took back my money and got outta there.,0,yelp
2125,"In an interesting part of town, this place is amazing.",1,yelp
2126,RUDE & INCONSIDERATE MANAGEMENT.,0,yelp
2127,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,yelp
2128,I won't be back.,0,yelp
2129,They have great dinners.,1,yelp
2130,The service was outshining & I definitely recommend the Halibut.,1,yelp
2131,The food was terrible.,0,yelp
2132,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,yelp
2133,I don't recommend unless your car breaks down in front of it and you are starving.,0,yelp
2134,I will come back here every time I'm in Vegas.,1,yelp
2135,This place deserves one star and 90% has to do with the food.,0,yelp
2136,This is a disgrace.,0,yelp
2137,Def coming back to bowl next time,1,yelp
2138,"If you want healthy authentic or ethic food, try this place.",1,yelp
2139,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,yelp
2140,"I have been here several times in the past, and the experience has always been great.",1,yelp
2141,We walked away stuffed and happy about our first Vegas buffet experience.,1,yelp
2142,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,yelp
2143,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,yelp
2144,I'm probably one of the few people to ever go to Ians and not like it.,0,yelp
2145,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,yelp
2146,Service is perfect and the family atmosphere is nice to see.,1,yelp
2147,Cooked to perfection and the service was impeccable.,1,yelp
2148,This one is simply a disappointment.,0,yelp
2149,"Overall, I was very disappointed with the quality of food at Bouchon.",0,yelp
2150,I don't have to be an accountant to know I'm getting screwed!,0,yelp
2151,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,yelp
2152,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,yelp
2153,Left very frustrated.,0,yelp
2154,I'll definitely be in soon again.,1,yelp
2155,Food was really good and I got full petty fast.,1,yelp
2156,Service was fantastic.,1,yelp
2157,TOTAL WASTE OF TIME.,0,yelp
2158,I don't know what kind it is but they have the best iced tea.,1,yelp
2159,"Come hungry, leave happy and stuffed!",1,yelp
2160,"For service, I give them no stars.",0,yelp
2161,I can assure you that you won't be disappointed.,1,yelp
2162,I can take a little bad service but the food sucks.,0,yelp
2163,Gave up trying to eat any of the crust (teeth still sore).,0,yelp
2164,But now I was completely grossed out.,0,yelp
2165,I really enjoyed eating here.,1,yelp
2166,First time going but I think I will quickly become a regular.,1,yelp
2167,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,yelp
2168,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,yelp
2169,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,yelp
2170,"Furthermore, you can't even find hours of operation on the website!",0,yelp
2171,We've tried to like this place but after 10+ times I think we're done with them.,0,yelp
2172,What a mistake that was!,0,yelp
2173,No complaints!,1,yelp
2174,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,yelp
2175,Waiter was a jerk.,0,yelp
2176,"Strike 2, who wants to be rushed.",0,yelp
2177,These are the nicest restaurant owners I've ever come across.,1,yelp
2178,I never come again.,0,yelp
2179,We loved the biscuits!!!,1,yelp
2180,Service is quick and friendly.,1,yelp
2181,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,yelp
2182,So absolutley fantastic.,1,yelp
2183,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,yelp
2184,definitely will come back here again.,1,yelp
2185,I like Steiners because it's dark and it feels like a bar.,1,yelp
2186,Wow very spicy but delicious.,1,yelp
2187,"If you're not familiar, check it out.",1,yelp
2188,I'll take my business dinner dollars elsewhere.,0,yelp
2189,I'd love to go back.,1,yelp
2190,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,yelp
2191,Nothing special.,0,yelp
2192,Each day of the week they have a different deal and it's all so delicious!,1,yelp
2193,"Not to mention the combination of pears, almonds and bacon is a big winner!",1,yelp
2194,Will not be back.,0,yelp
2195,Sauce was tasteless.,0,yelp
2196,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,yelp
2197,My ribeye steak was cooked perfectly and had great mesquite flavor.,1,yelp
2198,I don't think we'll be going back anytime soon.,0,yelp
2199,Food was so gooodd.,1,yelp
2200,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,yelp
2201,I was so insulted.,0,yelp
2202,The last 3 times I had lunch here has been bad.,0,yelp
2203,The chicken wings contained the driest chicken meat I have ever eaten.,0,yelp
2204,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,yelp
2205,Nargile - I think you are great.,1,yelp
2206,Best tater tots in the southwest.,1,yelp
2207,We loved the place.,1,yelp
2208,Definitely not worth the $3 I paid.,0,yelp
2209,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,yelp
2210,Im in AZ all the time and now have my new spot.,1,yelp
2211,The manager was the worst.,0,yelp
2212,The inside is really quite nice and very clean.,1,yelp
2213,The food was outstanding and the prices were very reasonable.,1,yelp
2214,I don't think I'll be running back to Carly's anytime soon for food.,0,yelp
2215,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,yelp
2216,"Love the margaritas, too!",1,yelp
2217,This was my first and only Vegas buffet and it did not disappoint.,1,yelp
2218,"Very good, though!",1,yelp
2219,The one down note is the ventilation could use some upgrading.,0,yelp
2220,Great pork sandwich.,1,yelp
2221,Don't waste your time here.,0,yelp
2222,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,yelp
2223,"Third, the cheese on my friend's burger was cold.",0,yelp
2224,We enjoy their pizza and brunch.,1,yelp
2225,The steaks are all well trimmed and also perfectly cooked.,1,yelp
2226,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,yelp
2227,I LOVED it!,1,yelp
2228,We asked for the bill to leave without eating and they didn't bring that either.,0,yelp
2229,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,yelp
2230,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,yelp
2231,The selection of food was not the best.,0,yelp
2232,Delicious and I will absolutely be back!,1,yelp
2233,"This isn't a small family restaurant, this is a fine dining establishment.",1,yelp
2234,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,yelp
2235,I dont think I will be back for a very long time.,0,yelp
2236,"It was attached to a gas station, and that is rarely a good sign.",0,yelp
2237,How awesome is that.,1,yelp
2238,I will be back many times soon.,1,yelp
2239,The menu had so much good stuff on it i could not decide!,1,yelp
2240,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,yelp
2241,CONCLUSION: Very filling meals.,1,yelp
2242,Their daily specials are always a hit with my group.,1,yelp
2243,And then tragedy struck.,0,yelp
2244,The pancake was also really good and pretty large at that.,1,yelp
2245,"This was my first crawfish experience, and it was delicious!",1,yelp
2246,Their monster chicken fried steak and eggs is my all time favorite.,1,yelp
2247,Waitress was sweet and funny.,1,yelp
2248,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,yelp
2249,"I'd rather eat airline food, seriously.",0,yelp
2250,Cant say enough good things about this place.,1,yelp
2251,The ambiance was incredible.,1,yelp
2252,The waitress and manager are so friendly.,1,yelp
2253,I would not recommend this place.,0,yelp
2254,Overall I wasn't very impressed with Noca.,0,yelp
2255,My gyro was basically lettuce only.,0,yelp
2256,Terrible service!,0,yelp
2257,Thoroughly disappointed!,0,yelp
2258,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,yelp
2259,"Give it a try, you will be happy you did.",1,yelp
2260,By far the BEST cheesecurds we have ever had!,1,yelp
2261,Reasonably priced also!,1,yelp
2262,Everything was perfect the night we were in.,1,yelp
2263,The food is very good for your typical bar food.,1,yelp
2264,it was a drive to get there.,0,yelp
2265,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,yelp
2266,"Anyway, I do not think i will go back there.",0,yelp
2267,"Point your finger at any item on the menu, order it and you won't be disappointed.",1,yelp
2268,"Oh this is such a thing of beauty, this restaurant.",1,yelp
2269,If you haven't gone here GO NOW!,1,yelp
2270,"A greasy, unhealthy meal.",0,yelp
2271,first time there and might just be the last.,0,yelp
2272,Those burgers were amazing.,1,yelp
2273,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,yelp
2274,And it was way to expensive.,0,yelp
2275,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp
2276,This was my first time and I can't wait until the next.,1,yelp
2277,The bartender was also nice.,1,yelp
2278,Everything was good and tasty!,1,yelp
2279,This place is two thumbs up....way up.,1,yelp
2280,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,yelp
2281,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,yelp
2282,Terrible management.,0,yelp
2283,An excellent new restaurant by an experienced Frenchman.,1,yelp
2284,If there were zero stars I would give it zero stars.,0,yelp
2285,"Great steak, great sides, great wine, amazing desserts.",1,yelp
2286,Worst martini ever!,0,yelp
2287,The steak and the shrimp are in my opinion the best entrees at GC.,1,yelp
2288,I had the opportunity today to sample your amazing pizzas!,1,yelp
2289,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,yelp
2290,The yellowtail carpaccio was melt in your mouth fresh.,1,yelp
2291,I won't try going back there even if it's empty.,0,yelp
2292,"No, I'm going to eat the potato that I found some strangers hair in it.",0,yelp
2293,Just spicy enough.. Perfect actually.,1,yelp
2294,Last night was my second time dining here and I was so happy I decided to go back!,1,yelp
2295,"not even a ""hello, we will be right with you.""",0,yelp
2296,The desserts were a bit strange.,0,yelp
2297,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,yelp
2298,"I really do recommend this place, you can go wrong with this donut place!",1,yelp
2299,Nice ambiance.,1,yelp
2300,I would recommend saving room for this!,1,yelp
2301,I guess maybe we went on an off night but it was disgraceful.,0,yelp
2302,"However, my recent experience at this particular location was not so good.",0,yelp
2303,"I know this is not like the other restaurants at all, something is very off here!",0,yelp
2304,AVOID THIS ESTABLISHMENT!,0,yelp
2305,I think this restaurant suffers from not trying hard enough.,0,yelp
2306,All of the tapas dishes were delicious!,1,yelp
2307,I *heart* this place.,1,yelp
2308,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp
2309,After two I felt disgusting.,0,yelp
2310,A good time!,1,yelp
2311,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp
2312,Generous portions and great taste.,1,yelp
2313,I will never go back to this place and will never ever recommended this place to anyone!,0,yelp
2314,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,yelp
2315,Food was delicious!,1,yelp
2316,AN HOUR... seriously?,0,yelp
2317,I consider this theft.,0,yelp
2318,Eew... This location needs a complete overhaul.,0,yelp
2319,We recently witnessed her poor quality of management towards other guests as well.,0,yelp
2320,Waited and waited and waited.,0,yelp
2321,"He also came back to check on us regularly, excellent service.",1,yelp
2322,Our server was super nice and checked on us many times.,1,yelp
2323,"The pizza tasted old, super chewy in not a good way.",0,yelp
2324,I swung in to give them a try but was deeply disappointed.,0,yelp
2325,Service was good and the company was better!,1,yelp
2326,The staff are also very friendly and efficient.,1,yelp
2327,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,yelp
2328,Boy was that sucker dry!!.,0,yelp
2329,Over rated.,0,yelp
2330,"If you look for authentic Thai food, go else where.",0,yelp
2331,Their steaks are 100% recommended!,1,yelp
2332,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,yelp
2333,Great food and great service in a clean and friendly setting.,1,yelp
2334,"All in all, I can assure you I'll be back.",1,yelp
2335,I hate those things as much as cheap quality black olives.,0,yelp
2336,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,yelp
2337,The kids play area is NASTY!,0,yelp
2338,Great place fo take out or eat in.,1,yelp
2339,The waitress was friendly and happy to accomodate for vegan/veggie options.,1,yelp
2340,OMG I felt like I had never eaten Thai food until this dish.,1,yelp
2341,"It was extremely ""crumby"" and pretty tasteless.",0,yelp
2342,It was a pale color instead of nice and char and has NO flavor.,0,yelp
2343,The croutons also taste homemade which is an extra plus.,1,yelp
2344,I got home to see the driest damn wings ever!,0,yelp
2345,It'll be a regular stop on my trips to Phoenix!,1,yelp
2346,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,yelp
2347,Not good for the money.,0,yelp
2348,I miss it and wish they had one in Philadelphia!,1,yelp
2349,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,yelp
2350,They also have the best cheese crisp in town.,1,yelp
2351,"Good value, great food, great service.",1,yelp
2352,Couldn't ask for a more satisfying meal.,1,yelp
2353,The food is good.,1,yelp
2354,It was awesome.,1,yelp
2355,I just wanted to leave.,0,yelp
2356,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,yelp
2357,I will not be eating there again.,0,yelp
2358,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,yelp
2359,I checked out this place a couple years ago and was not impressed.,0,yelp
2360,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,yelp
2361,"Sorry, I will not be getting food from here anytime soon :(",0,yelp
2362,An absolute must visit!,1,yelp
2363,The cow tongue and cheek tacos are amazing.,1,yelp
2364,My friend did not like his Bloody Mary.,0,yelp
2365,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,yelp
2366,They really want to make your experience a good one.,1,yelp
2367,I will not return.,0,yelp
2368,I had the chicken Pho and it tasted very bland.,0,yelp
2369,Very disappointing!!!,0,yelp
2370,The grilled chicken was so tender and yellow from the saffron seasoning.,1,yelp
2371,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,yelp
2372,Pretty awesome place.,1,yelp
2373,Ambience is perfect.,1,yelp
2374,Best of luck to the rude and non-customer service focused new management.,0,yelp
2375,Any grandmother can make a roasted chicken better than this one.,0,yelp
2376,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,yelp
2377,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,yelp
2378,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,yelp
2379,The roast beef sandwich tasted really good!,1,yelp
2380,"Same evening, him and I are both drastically sick.",0,yelp
2381,High-quality chicken on the chicken Caesar salad.,1,yelp
2382,Ordered burger rare came in we'll done.,0,yelp
2383,We were promptly greeted and seated.,1,yelp
2384,Tried to go here for lunch and it was a madhouse.,0,yelp
2385,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp
2386,"After waiting an hour and being seated, I was not in the greatest of moods.",0,yelp
2387,This is a good joint.,1,yelp
2388,The Macarons here are insanely good.,1,yelp
2389,I'm not eating here!,0,yelp
2390,"Our waiter was very attentive, friendly, and informative.",1,yelp
2391,Maybe if they weren't cold they would have been somewhat edible.,0,yelp
2392,This place has a lot of promise but fails to deliver.,0,yelp
2393,Very bad Experience!,0,yelp
2394,What a mistake.,0,yelp
2395,Food was average at best.,0,yelp
2396,Great food.,1,yelp
2397,We won't be going back anytime soon!,0,yelp
2398,Very Very Disappointed ordered the $35 Big Bay Plater.,0,yelp
2399,Great place to relax and have an awesome burger and beer.,1,yelp
2400,It is PERFECT for a sit-down family meal or get together with a few friends.,1,yelp
2401,"Not much flavor to them, and very poorly constructed.",0,yelp
2402,The patio seating was very comfortable.,1,yelp
2403,The fried rice was dry as well.,0,yelp
2404,Hands down my favorite Italian restaurant!,1,yelp
2405,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,yelp
2406,It was just not a fun experience.,1,yelp
2407,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,yelp
2408,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,yelp
2409,"Very convenient, since we were staying at the MGM!",1,yelp
2410,The owners are super friendly and the staff is courteous.,1,yelp
2411,Both great!,1,yelp
2412,Eclectic selection.,1,yelp
2413,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,yelp
2414,The staff was very attentive.,1,yelp
2415,And the chef was generous with his time (even came around twice so we can take pictures with him).,1,yelp
2416,"The owner used to work at Nobu, so this place is really similar for half the price.",1,yelp
2417,Google mediocre and I imagine Smashburger will pop up.,0,yelp
2418,dont go here.,0,yelp
2419,I promise they won't disappoint.,1,yelp
2420,As a sushi lover avoid this place by all means.,0,yelp
2421,What a great double cheeseburger!,1,yelp
2422,Awesome service and food.,1,yelp
2423,A fantastic neighborhood gem !!!,1,yelp
2424,I can't wait to go back.,1,yelp
2425,The plantains were the worst I've ever tasted.,0,yelp
2426,It's a great place and I highly recommend it.,1,yelp
2427,Service was slow and not attentive.,0,yelp
2428,"I gave it 5 stars then, and I'm giving it 5 stars now.",1,yelp
2429,Your staff spends more time talking to themselves than me.,0,yelp
2430,Dessert: Panna Cotta was amazing.,1,yelp
2431,"Very good food, great atmosphere.1",1,yelp
2432,Damn good steak.,1,yelp
2433,Total brunch fail.,0,yelp
2434,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,yelp
2435,"The decor is nice, and the piano music soundtrack is pleasant.",1,yelp
2436,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,yelp
2437,"Good food , good service .",1,yelp
2438,It was absolutely amazing.,1,yelp
2439,"I probably won't be back, to be honest.",0,yelp
2440,will definitely be back!,1,yelp
2441,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,yelp
2442,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,yelp
2443,Went for lunch - service was slow.,0,yelp
2444,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,yelp
2445,I was mortified.,0,yelp
2446,"Needless to say, we will never be back here again.",0,yelp
2447,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,yelp
2448,"The chips that came out were dripping with grease, and mostly not edible.",0,yelp
2449,I wasn't really impressed with Strip Steak.,0,yelp
2450,Have been going since 2007 and every meal has been awesome!!,1,yelp
2451,Our server was very nice and attentive as were the other serving staff.,1,yelp
2452,The cashier was friendly and even brought the food out to me.,1,yelp
2453,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,yelp
2454,The atmosphere here is fun.,1,yelp
2455,Would not recommend to others.,0,yelp
2456,"Service is quick and even ""to go"" orders are just like we like it!",1,yelp
2457,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,yelp
2458,"That said, our mouths and bellies were still quite pleased.",1,yelp
2459,Not my thing.,0,yelp
2460,2 Thumbs Up!!,1,yelp
2461,If you are reading this please don't go there.,0,yelp
2462,"I loved the grilled pizza, reminded me of legit Italian pizza.",1,yelp
2463,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,yelp
2464,They have a really nice atmosphere.,1,yelp
2465,Tonight I had the Elk Filet special...and it sucked.,0,yelp
2466,"After one bite, I was hooked.",1,yelp
2467,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,yelp
2468,"Cute, quaint, simple, honest.",1,yelp
2469,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,yelp
2470,"The food was great as always, compliments to the chef.",1,yelp
2471,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,yelp
2472,Awesome selection of beer.,1,yelp
2473,Great food and awesome service!,1,yelp
2474,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,yelp
2475,A FLY was in my apple juice.. A FLY!!!!!!!!,0,yelp
2476,The Han Nan Chicken was also very tasty.,1,yelp
2477,"As for the service, I thought it was good.",1,yelp
2478,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,yelp
2479,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,yelp
2480,Nicest Chinese restaurant I've been in a while.,1,yelp
2481,"Overall, I like there food and the service.",1,yelp
2482,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,yelp
2483,"Probably never coming back, and wouldn't recommend it.",0,yelp
2484,"Friend's pasta -- also bad, he barely touched it.",0,yelp
2485,"Try them in the airport to experience some tasty food and speedy, friendly service.",1,yelp
2486,I love the decor with the Chinese calligraphy wall paper.,1,yelp
2487,Never had anything to complain about here.,1,yelp
2488,The restaurant is very clean and has a family restaurant feel to it.,1,yelp
2489,It was way over fried.,0,yelp
2490,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,yelp
2491,"When I opened the sandwich, I was impressed, but not in a good way.",0,yelp
2492,Will not be back!,0,yelp
2493,There was a warm feeling with the service and I felt like their guest for a special treat.,1,yelp
2494,An extensive menu provides lots of options for breakfast.,1,yelp
2495,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,yelp
2496,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,yelp
2497,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,yelp
2498,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,yelp
2499,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,yelp
2500,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,yelp
2501,We were sat right on time and our server from the get go was FANTASTIC!,1,yelp
2502,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,yelp
2503,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,yelp
2504,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,yelp
2505,This is a GREAT place to eat!,1,yelp
2506,The jalapeno bacon is soooo good.,1,yelp
2507,The service was poor and thats being nice.,0,yelp
2508,"Food was good, service was good, Prices were good.",1,yelp
2509,The place was not clean and the food oh so stale!,0,yelp
2510,"The chicken dishes are OK, the beef is like shoe leather.",0,yelp
