reviews,reviews_clean,labels,labels_name
Everything was gross.,everyth wa gross,0,Bad
I love this place.,love thi place,1,Good
Great service and food.,great servic food,1,Good
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,first bathroom thi locat dirty seat cover not replenish plain yucky,0,Bad
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",burger got gold standard burger wa kind disappointed,0,Bad
"OMG, the food was delicioso!",omg food wa delicioso,1,Good
There is nothing authentic about this place.,noth authent thi place,0,Bad
the spaghetti is nothing special whatsoever.,spaghetti noth special whatsoever,0,Bad
"Of all the dishes, the salmon was the best, but all were great.",dishes salmon wa best great,1,Good
The vegetables are so fresh and the sauce feels like authentic Thai.,veget fresh sauc feel like authent thai,1,Good
It's worth driving up from Tucson!,worth drive tucson,1,Good
The selection was probably the worst I've seen in Vegas.....there was none.,select wa probabl worst seen vegas ther wa none,0,Bad
Pretty good beer selection too.,pretti good beer select,1,Good
"This place is like Chipotle, but BETTER.",thi place like chipotle better,1,Good
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",classywarm atmosphere fun fresh appetizers succul steak basebal steak,1,Good
5 stars for the brick oven bread app!,star brick oven bread app,1,Good
"I have eaten here multiple times, and each time the food was delicious.",eaten multipl times time food wa delicious,1,Good
We sat another ten minutes and finally gave up and left.,sat anoth ten minut final gave left,0,Bad
He was terrible!,wa terrible,0,Bad
Everyone is treated equally special.,everyon treat equal special,1,Good
It shouldn't take 30 min for pancakes and eggs.,not take min pancak eggs,0,Bad
It was delicious!!!,wa delicious,1,Good
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",good side staff wa genuin pleasant enthusiast real treat,1,Good
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",sadly gordon ramsey steak place shall sharpli avoid dure next trip vegas,0,Bad
As always the evening was wonderful and the food delicious!,alway even wa wonder food delicious,1,Good
Best fish I've ever had in my life!,best fish ever life,1,Good
(The bathroom is just next door and very nice.),bathroom next door veri nice,1,Good
The buffet is small and all the food they offered was BLAND.,buffet small food offer wa bland,0,Bad
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,thi outstand littl restaur best food ever tasted,1,Good
Pretty cool I would say.,pretti cool would say,1,Good
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,definit turn doubt back unless someon els buying,0,Bad
Server did a great job handling our large rowdy table.,server great job handl larg rowdi table,1,Good
"I find wasting food to be despicable, but this just wasn't food.",find wast food despicable thi wa not food,0,Bad
My wife had the Lobster Bisque soup which was lukewarm.,wife lobster bisqu soup wa lukewarm,0,Bad
Would come back again if I had a sushi craving while in Vegas.,would come back sushi crave vegas,1,Good
"The staff are great, the ambiance is great.",staff great ambianc great,1,Good
He deserves 5 stars.,deserv stars,1,Good
I left with a stomach ache and felt sick the rest of the day.,left stomach ach felt sick rest day,0,Bad
They dropped more than the ball.,drop ball,0,Bad
"The dining space is tiny, but elegantly decorated and comfortable.",dine space tiny elegantli decor comfortable,1,Good
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",custom order ani way would like usual eggplant green bean stir fry love,1,Good
And the beans and rice were mediocre at best.,bean rice mediocr best,0,Bad
Best tacos in town by far!!,best taco town far,1,Good
I took back my money and got outta there.,took back money got outta,0,Bad
"In an interesting part of town, this place is amazing.",interest part town thi place amazing,1,Good
RUDE & INCONSIDERATE MANAGEMENT.,rude inconsider management,0,Bad
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",staff not friendly wait time serv horrible no one even say hi first minutes,0,Bad
I won't be back.,not back,0,Bad
They have great dinners.,great dinners,1,Good
The service was outshining & I definitely recommend the Halibut.,servic wa outshin definit recommend halibut,1,Good
The food was terrible.,food wa terrible,0,Bad
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,never ever go back told mani peopl happened,0,Bad
I don't recommend unless your car breaks down in front of it and you are starving.,not recommend unless car break front starving,0,Bad
I will come back here every time I'm in Vegas.,come back everi time vegas,1,Good
This place deserves one star and 90% has to do with the food.,thi place deserv one star ha food,0,Bad
This is a disgrace.,thi disgrace,0,Bad
Def coming back to bowl next time,def come back bowl next time,1,Good
"If you want healthy authentic or ethic food, try this place.",want healthi authent ethic food tri thi place,1,Good
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,continu come ladi night andddd date night highli recommend thi place anyon area,1,Good
"I have been here several times in the past, and the experience has always been great.",sever time past experi ha alway great,1,Good
We walked away stuffed and happy about our first Vegas buffet experience.,walk away stuf happi first vega buffet experience,1,Good
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,servic wa excel price pretti reason consid thi vega locat insid crystal shop mall aria,1,Good
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",summarize food wa incredible nay transcendant noth bring joy quit like memori pneumat condiment dispenser,1,Good
I'm probably one of the few people to ever go to Ians and not like it.,probabl one peopl ever go ian not like,0,Bad
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,kid pizza alway hit lot great side dish option kiddos,1,Good
Service is perfect and the family atmosphere is nice to see.,servic perfect famili atmospher nice see,1,Good
Cooked to perfection and the service was impeccable.,cook perfect servic wa impeccable,1,Good
This one is simply a disappointment.,thi one simpli disappointment,0,Bad
"Overall, I was very disappointed with the quality of food at Bouchon.",overall wa veri disappoint qualiti food bouchon,0,Bad
I don't have to be an accountant to know I'm getting screwed!,not account know get screwed,0,Bad
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",great place eat remind littl mom pop shop san francisco bay area,1,Good
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,today wa first tast buldogi gourmet hot dog tell wa ever thought possible,1,Good
Left very frustrated.,left veri frustrated,0,Bad
I'll definitely be in soon again.,definit soon,1,Good
Food was really good and I got full petty fast.,food wa realli good got full petti fast,1,Good
Service was fantastic.,servic wa fantastic,1,Good
TOTAL WASTE OF TIME.,total wast time,0,Bad
I don't know what kind it is but they have the best iced tea.,not know kind best ice tea,1,Good
"Come hungry, leave happy and stuffed!",come hungry leav happi stuffed,1,Good
"For service, I give them no stars.",service give no stars,0,Bad
I can assure you that you won't be disappointed.,assur not disappointed,1,Good
I can take a little bad service but the food sucks.,take littl bad servic food sucks,0,Bad
Gave up trying to eat any of the crust (teeth still sore).,gave tri eat ani crust teeth still sore,0,Bad
But now I was completely grossed out.,wa complet gross,0,Bad
I really enjoyed eating here.,realli enjoy eat,1,Good
First time going but I think I will quickly become a regular.,first time go think quickli becom regular,1,Good
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",server wa veri nice even though look littl overwhelm needs stay profession friendli end,1,Good
From what my dinner companions told me...everything was very fresh with nice texture and taste.,dinner companion told everyth wa veri fresh nice textur taste,1,Good
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",ground right next tabl wa large smeared beensteppedinandtrackedeverywher pile green bird poop,0,Bad
"Furthermore, you can't even find hours of operation on the website!",furthermore cannot even find hour oper website,0,Bad
We've tried to like this place but after 10+ times I think we're done with them.,tri like thi place time think done,0,Bad
What a mistake that was!,mistak,0,Bad
No complaints!,no complaints,1,Good
This is some seriously good pizza and I'm an expert/connisseur on the topic.,thi serious good pizza expertconnisseur topic,1,Good
Waiter was a jerk.,waiter wa jerk,0,Bad
"Strike 2, who wants to be rushed.",strike want rushed,0,Bad
These are the nicest restaurant owners I've ever come across.,nicest restaur owner ever come across,1,Good
I never come again.,never come,0,Bad
We loved the biscuits!!!,love biscuits,1,Good
Service is quick and friendly.,servic quick friendly,1,Good
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,order appet took minut pizza anoth minutes,0,Bad
So absolutley fantastic.,absolutley fantastic,1,Good
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,wa huge awkward lb piec cow wa th gristl fat,0,Bad
definitely will come back here again.,definit come back,1,Good
I like Steiners because it's dark and it feels like a bar.,like steiner becaus dark feel like bar,1,Good
Wow very spicy but delicious.,wow veri spici delicious,1,Good
"If you're not familiar, check it out.",not familiar check,1,Good
I'll take my business dinner dollars elsewhere.,take busi dinner dollar elsewhere,0,Bad
I'd love to go back.,would love go back,1,Good
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",anyway thi fs restaur ha wonder breakfastlunch,1,Good
Nothing special.,noth special,0,Bad
Each day of the week they have a different deal and it's all so delicious!,day week differ deal delicious,1,Good
"Not to mention the combination of pears, almonds and bacon is a big winner!",not mention combin pears almond bacon big winner,1,Good
Will not be back.,not back,0,Bad
Sauce was tasteless.,sauc wa tasteless,0,Bad
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",food delici spici enough sure ask spicier prefer way,1,Good
My ribeye steak was cooked perfectly and had great mesquite flavor.,ribey steak wa cook perfectli great mesquit flavor,1,Good
I don't think we'll be going back anytime soon.,not think go back anytim soon,0,Bad
Food was so gooodd.,food wa gooodd,1,Good
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,far sushi connoisseur definit tell differ good food bad food thi wa certainli bad food,0,Bad
I was so insulted.,wa insulted,0,Bad
The last 3 times I had lunch here has been bad.,last time lunch ha bad,0,Bad
The chicken wings contained the driest chicken meat I have ever eaten.,chicken wing contain driest chicken meat ever eaten,0,Bad
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",food wa veri good enjoy everi mouthful enjoy relax venu coupl small famili group etc,1,Good
Nargile - I think you are great.,nargil think great,1,Good
Best tater tots in the southwest.,best tater tot southwest,1,Good
We loved the place.,love place,1,Good
Definitely not worth the $3 I paid.,definit not worth paid,0,Bad
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,vanilla ice cream wa creami smooth profiterol choux pastri wa fresh enough,1,Good
Im in AZ all the time and now have my new spot.,im az time new spot,1,Good
The manager was the worst.,manag wa worst,0,Bad
The inside is really quite nice and very clean.,insid realli quit nice veri clean,1,Good
The food was outstanding and the prices were very reasonable.,food wa outstand price veri reasonable,1,Good
I don't think I'll be running back to Carly's anytime soon for food.,not think run back carli anytim soon food,0,Bad
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",thi wa due fact took minut acknowledged anoth minut get food kept forget things,0,Bad
"Love the margaritas, too!",love margaritas,1,Good
This was my first and only Vegas buffet and it did not disappoint.,thi wa first onli vega buffet not disappoint,1,Good
"Very good, though!",veri good though,1,Good
The one down note is the ventilation could use some upgrading.,one note ventil could use upgrading,0,Bad
Great pork sandwich.,great pork sandwich,1,Good
Don't waste your time here.,not wast time,0,Bad
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",total letdown would much rather go camelback flower shop cartel coffee,0,Bad
"Third, the cheese on my friend's burger was cold.",third chees friend burger wa cold,0,Bad
We enjoy their pizza and brunch.,enjoy pizza brunch,1,Good
The steaks are all well trimmed and also perfectly cooked.,steak well trim also perfectli cooked,1,Good
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,group claim would onli handl us beautifully,1,Good
I LOVED it!,love,1,Good
We asked for the bill to leave without eating and they didn't bring that either.,ask bill leav without eat not bring either,0,Bad
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",thi place jewel la vegas exactli hope find nearli ten year live,1,Good
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,seafood wa limit boil shrimp crab leg crab leg definit not tast fresh,0,Bad
The selection of food was not the best.,select food wa not best,0,Bad
Delicious and I will absolutely be back!,delici absolut back,1,Good
"This isn't a small family restaurant, this is a fine dining establishment.",thi not small famili restaurant thi fine dine establishment,1,Good
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,toro tartar cavier wa extraordinari like thinli slice wagyu white truffle,1,Good
I dont think I will be back for a very long time.,dont think back veri long time,0,Bad
"It was attached to a gas station, and that is rarely a good sign.",wa attach ga station rare good sign,0,Bad
How awesome is that.,awesom,1,Good
I will be back many times soon.,back mani time soon,1,Good
The menu had so much good stuff on it i could not decide!,menu much good stuff could not decide,1,Good
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",wors humili hi worker right front bunch horribl name callings,0,Bad
CONCLUSION: Very filling meals.,conclusion veri fill meals,1,Good
Their daily specials are always a hit with my group.,daili special alway hit group,1,Good
And then tragedy struck.,tragedi struck,0,Bad
The pancake was also really good and pretty large at that.,pancak wa also realli good pretti larg,1,Good
"This was my first crawfish experience, and it was delicious!",thi wa first crawfish experience wa delicious,1,Good
Their monster chicken fried steak and eggs is my all time favorite.,monster chicken fri steak egg time favorite,1,Good
Waitress was sweet and funny.,waitress wa sweet funny,1,Good
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",also tast mom multigrain pumpkin pancak pecan butter amazing fluffy delicious,1,Good
"I'd rather eat airline food, seriously.",would rather eat airlin food seriously,0,Bad
Cant say enough good things about this place.,cant say enough good thing thi place,1,Good
The ambiance was incredible.,ambianc wa incredible,1,Good
The waitress and manager are so friendly.,waitress manag friendly,1,Good
I would not recommend this place.,would not recommend thi place,0,Bad
Overall I wasn't very impressed with Noca.,overal wa not veri impress noca,0,Bad
My gyro was basically lettuce only.,gyro wa basic lettuc,0,Bad
Terrible service!,terribl service,0,Bad
Thoroughly disappointed!,thoroughli disappointed,0,Bad
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",not much pasta love homemad hand made pasta thin pizza,1,Good
"Give it a try, you will be happy you did.",give try happi,1,Good
By far the BEST cheesecurds we have ever had!,far best cheesecurd ever,1,Good
Reasonably priced also!,reason price also,1,Good
Everything was perfect the night we were in.,everyth wa perfect night,1,Good
The food is very good for your typical bar food.,food veri good typic bar food,1,Good
it was a drive to get there.,wa drive get,0,Bad
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",first glanc love bakeri cafe nice ambiance clean friendli staff,1,Good
"Anyway, I do not think i will go back there.",anyway not think go back,0,Bad
"Point your finger at any item on the menu, order it and you won't be disappointed.",point finger ani item menu order not disappointed,1,Good
"Oh this is such a thing of beauty, this restaurant.",oh thi thing beauty thi restaurant,1,Good
If you haven't gone here GO NOW!,not gone go,1,Good
"A greasy, unhealthy meal.",greasy unhealthi meal,0,Bad
first time there and might just be the last.,first time might last,0,Bad
Those burgers were amazing.,burger amazing,1,Good
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",similarly deliveri man not say word apolog food wa minut late,0,Bad
And it was way to expensive.,wa way expensive,0,Bad
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",sure order dessert even need pack togo tiramisu cannoli die,1,Good
This was my first time and I can't wait until the next.,thi wa first time cannot wait next,1,Good
The bartender was also nice.,bartend wa also nice,1,Good
Everything was good and tasty!,everyth wa good tasty,1,Good
This place is two thumbs up....way up.,thi place two thumb way,1,Good
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",best place vega breakfast check sat sun,1,Good
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",love authent mexican food want whole bunch interesting yet delici meat choos need tri thi place,1,Good
Terrible management.,terribl management,0,Bad
An excellent new restaurant by an experienced Frenchman.,excel new restaur experienc frenchman,1,Good
If there were zero stars I would give it zero stars.,zero star would give zero stars,0,Bad
"Great steak, great sides, great wine, amazing desserts.",great steak great sides great wine amaz desserts,1,Good
Worst martini ever!,worst martini ever,0,Bad
The steak and the shrimp are in my opinion the best entrees at GC.,steak shrimp opinion best entre gc,1,Good
I had the opportunity today to sample your amazing pizzas!,opportun today sampl amaz pizzas,1,Good
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,wait thirti minut seat although vacant tabl onli folk waiting,0,Bad
The yellowtail carpaccio was melt in your mouth fresh.,yellowtail carpaccio wa melt mouth fresh,1,Good
I won't try going back there even if it's empty.,not tri go back even empty,0,Bad
"No, I'm going to eat the potato that I found some strangers hair in it.",no go eat potato found stranger hair,0,Bad
Just spicy enough.. Perfect actually.,spici enough perfect actually,1,Good
Last night was my second time dining here and I was so happy I decided to go back!,last night wa second time dine wa happi decid go back,1,Good
"not even a ""hello, we will be right with you.""",not even hello right,0,Bad
The desserts were a bit strange.,dessert bit strange,0,Bad
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,boyfriend came first time recent trip vega could not pleas qualiti food service,1,Good
"I really do recommend this place, you can go wrong with this donut place!",realli recommend thi place go wrong thi donut place,1,Good
Nice ambiance.,nice ambiance,1,Good
I would recommend saving room for this!,would recommend save room,1,Good
I guess maybe we went on an off night but it was disgraceful.,guess mayb went night wa disgraceful,0,Bad
"However, my recent experience at this particular location was not so good.",however recent experi thi particular locat wa not good,0,Bad
"I know this is not like the other restaurants at all, something is very off here!",know thi not like restaur someth veri,0,Bad
AVOID THIS ESTABLISHMENT!,avoid thi establishment,0,Bad
I think this restaurant suffers from not trying hard enough.,think thi restaur suffer not tri hard enough,0,Bad
All of the tapas dishes were delicious!,tapa dish delicious,1,Good
I *heart* this place.,heart thi place,1,Good
My salad had a bland vinegrette on the baby greens and hearts of Palm.,salad bland vinegrett babi green heart palm,0,Bad
After two I felt disgusting.,two felt disgusting,0,Bad
A good time!,good time,1,Good
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,believ thi place great stop huge belli hanker sushi,1,Good
Generous portions and great taste.,gener portion great taste,1,Good
I will never go back to this place and will never ever recommended this place to anyone!,never go back thi place never ever recommend thi place anyone,0,Bad
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",server went back forth sever times not even much helped,0,Bad
Food was delicious!,food wa delicious,1,Good
AN HOUR... seriously?,hour seriously,0,Bad
I consider this theft.,consid thi theft,0,Bad
Eew... This location needs a complete overhaul.,eew thi locat need complet overhaul,0,Bad
We recently witnessed her poor quality of management towards other guests as well.,recent wit poor qualiti manag toward guest well,0,Bad
Waited and waited and waited.,wait wait waited,0,Bad
"He also came back to check on us regularly, excellent service.",also came back check us regularly excel service,1,Good
Our server was super nice and checked on us many times.,server wa super nice check us mani times,1,Good
"The pizza tasted old, super chewy in not a good way.",pizza tast old super chewi not good way,0,Bad
I swung in to give them a try but was deeply disappointed.,swung give tri wa deepli disappointed,0,Bad
Service was good and the company was better!,servic wa good compani wa better,1,Good
The staff are also very friendly and efficient.,staff also veri friendli efficient,1,Good
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",service fan becaus quick serv nice folks,1,Good
Boy was that sucker dry!!.,boy wa sucker dry,0,Bad
Over rated.,rated,0,Bad
"If you look for authentic Thai food, go else where.",look authent thai food go els,0,Bad
Their steaks are 100% recommended!,steak recommended,1,Good
After I pulled up my car I waited for another 15 minutes before being acknowledged.,pull car wait anoth minut befor acknowledged,0,Bad
Great food and great service in a clean and friendly setting.,great food great servic clean friendli setting,1,Good
"All in all, I can assure you I'll be back.",assur back,1,Good
I hate those things as much as cheap quality black olives.,hate thing much cheap qualiti black olives,0,Bad
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",breakfast wa perpar great beauti present giant slice toast lightli dust powder sugar,1,Good
The kids play area is NASTY!,kid play area nasty,0,Bad
Great place fo take out or eat in.,great place fo take eat,1,Good
The waitress was friendly and happy to accomodate for vegan/veggie options.,waitress wa friendli happi accomod veganveggi options,1,Good
OMG I felt like I had never eaten Thai food until this dish.,omg felt like never eaten thai food thi dish,1,Good
"It was extremely ""crumby"" and pretty tasteless.",wa extrem crumby pretti tasteless,0,Bad
It was a pale color instead of nice and char and has NO flavor.,wa pale color instead nice char ha no flavor,0,Bad
The croutons also taste homemade which is an extra plus.,crouton also tast homemad extra plus,1,Good
I got home to see the driest damn wings ever!,got home see driest damn wing ever,0,Bad
It'll be a regular stop on my trips to Phoenix!,regular stop trip phoenix,1,Good
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,realli enjoy crema cafe befor expanded even told friend best breakfast,1,Good
Not good for the money.,not good money,0,Bad
I miss it and wish they had one in Philadelphia!,miss wish one philadelphia,1,Good
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",got sit fairli fast end wait minut place order anoth minut befor food arrived,0,Bad
They also have the best cheese crisp in town.,also best chees crisp town,1,Good
"Good value, great food, great service.",good value great food great service,1,Good
Couldn't ask for a more satisfying meal.,could not ask satisfi meal,1,Good
The food is good.,food good,1,Good
It was awesome.,wa awesome,1,Good
I just wanted to leave.,want leave,0,Bad
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,made drive way north scottsdale wa not one bit disappointed,1,Good
I will not be eating there again.,not eat,0,Bad
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,owner realli realli need quit soooooo cheap let wrap freak sandwich two paper not one,0,Bad
I checked out this place a couple years ago and was not impressed.,check thi place coupl year ago wa not impressed,0,Bad
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",chicken got wa definit reheat wa onli ok wedg cold soggy,0,Bad
"Sorry, I will not be getting food from here anytime soon :(",sorry not get food anytim soon,0,Bad
An absolute must visit!,absolut must visit,1,Good
The cow tongue and cheek tacos are amazing.,cow tongu cheek taco amazing,1,Good
My friend did not like his Bloody Mary.,friend not like hi bloodi mary,0,Bad
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",despit hard rate businesses actual rare give star,0,Bad
They really want to make your experience a good one.,realli want make experi good one,1,Good
I will not return.,not return,0,Bad
I had the chicken Pho and it tasted very bland.,chicken pho tast veri bland,0,Bad
Very disappointing!!!,veri disappointing,0,Bad
The grilled chicken was so tender and yellow from the saffron seasoning.,grill chicken wa tender yellow saffron seasoning,1,Good
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",drive thru mean not want wait around half hour food somehow end go make us wait wait,0,Bad
Pretty awesome place.,pretti awesom place,1,Good
Ambience is perfect.,ambienc perfect,1,Good
Best of luck to the rude and non-customer service focused new management.,best luck rude noncustom servic focus new management,0,Bad
Any grandmother can make a roasted chicken better than this one.,ani grandmoth make roast chicken better thi one,0,Bad
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,ask multipl time wine list time ignor went hostess got one,0,Bad
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",staff alway super friendli helpful especi cool bring two small boy baby,1,Good
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,four star food guy blue shirt hi great vibe still let us eat,1,Good
The roast beef sandwich tasted really good!,roast beef sandwich tast realli good,1,Good
"Same evening, him and I are both drastically sick.",evening drastic sick,0,Bad
High-quality chicken on the chicken Caesar salad.,highqual chicken chicken caesar salad,1,Good
Ordered burger rare came in we'll done.,order burger rare came done,0,Bad
We were promptly greeted and seated.,promptli greet seated,1,Good
Tried to go here for lunch and it was a madhouse.,tri go lunch wa madhouse,0,Bad
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",wa proven dead wrong thi sushi bar not onli becaus qualiti great servic fast food impeccable,1,Good
"After waiting an hour and being seated, I was not in the greatest of moods.",wait hour seated wa not greatest moods,0,Bad
This is a good joint.,thi good joint,1,Good
The Macarons here are insanely good.,macaron insan good,1,Good
I'm not eating here!,not eat,0,Bad
"Our waiter was very attentive, friendly, and informative.",waiter wa veri attentive friendly informative,1,Good
Maybe if they weren't cold they would have been somewhat edible.,mayb not cold would somewhat edible,0,Bad
This place has a lot of promise but fails to deliver.,thi place ha lot promis fail deliver,0,Bad
Very bad Experience!,veri bad experience,0,Bad
What a mistake.,mistake,0,Bad
Food was average at best.,food wa averag best,0,Bad
Great food.,great food,1,Good
We won't be going back anytime soon!,not go back anytim soon,0,Bad
Very Very Disappointed ordered the $35 Big Bay Plater.,veri veri disappoint order big bay plater,0,Bad
Great place to relax and have an awesome burger and beer.,great place relax awesom burger beer,1,Good
It is PERFECT for a sit-down family meal or get together with a few friends.,perfect sitdown famili meal get togeth friends,1,Good
"Not much flavor to them, and very poorly constructed.",not much flavor veri poorli constructed,0,Bad
The patio seating was very comfortable.,patio seat wa veri comfortable,1,Good
The fried rice was dry as well.,fri rice wa dri well,0,Bad
Hands down my favorite Italian restaurant!,hand favorit italian restaurant,1,Good
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",scream legit book somethat also pretti rare vegas,1,Good
It was just not a fun experience.,wa not fun experience,1,Good
The atmosphere was great with a lovely duo of violinists playing songs we requested.,atmospher wa great love duo violinist play song requested,1,Good
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",person love hummus pita baklava falafel baba ganoush amaz eggplant,1,Good
"Very convenient, since we were staying at the MGM!",veri convenient sinc stay mgm,1,Good
The owners are super friendly and the staff is courteous.,owner super friendli staff courteous,1,Good
Both great!,great,1,Good
Eclectic selection.,eclect selection,1,Good
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,sweet potato tot good onion ring perfect close,1,Good
The staff was very attentive.,staff wa veri attentive,1,Good
And the chef was generous with his time (even came around twice so we can take pictures with him).,chef wa gener hi time even came around twice take pictur,1,Good
"The owner used to work at Nobu, so this place is really similar for half the price.",owner use work nobu thi place realli similar half price,1,Good
Google mediocre and I imagine Smashburger will pop up.,googl mediocr imagin smashburg pop,0,Bad
dont go here.,dont go,0,Bad
I promise they won't disappoint.,promis not disappoint,1,Good
As a sushi lover avoid this place by all means.,sushi lover avoid thi place means,0,Bad
What a great double cheeseburger!,great doubl cheeseburger,1,Good
Awesome service and food.,awesom servic food,1,Good
A fantastic neighborhood gem !!!,fantast neighborhood gem,1,Good
I can't wait to go back.,cannot wait go back,1,Good
The plantains were the worst I've ever tasted.,plantain worst ever tasted,0,Bad
It's a great place and I highly recommend it.,great place highli recommend,1,Good
Service was slow and not attentive.,servic wa slow not attentive,0,Bad
"I gave it 5 stars then, and I'm giving it 5 stars now.",gave star give star,1,Good
Your staff spends more time talking to themselves than me.,staff spend time talk themselv,0,Bad
Dessert: Panna Cotta was amazing.,dessert panna cotta wa amazing,1,Good
"Very good food, great atmosphere.1",veri good food great atmosphere,1,Good
Damn good steak.,damn good steak,1,Good
Total brunch fail.,total brunch fail,0,Bad
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",price veri reasonable flavor spot sauc home made slaw not drench mayo,1,Good
"The decor is nice, and the piano music soundtrack is pleasant.",decor nice piano music soundtrack pleasant,1,Good
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,steak wa amazing rg fillet relleno wa best seafood plate ever,1,Good
"Good food , good service .",good food good servic,1,Good
It was absolutely amazing.,wa absolut amazing,1,Good
"I probably won't be back, to be honest.",probabl not back honest,0,Bad
will definitely be back!,definit back,1,Good
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,sergeant pepper beef sandwich auju sauc excel sandwich well,1,Good
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",hawaiian breeze mango magic pineappl delight smoothi tri far good,1,Good
Went for lunch - service was slow.,went lunch servic wa slow,0,Bad
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",much say place befor walk expect amazing wa quickli disappointed,0,Bad
I was mortified.,wa mortified,0,Bad
"Needless to say, we will never be back here again.",needless say never back,0,Bad
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",anyways food wa definit not fill price pay expect,0,Bad
